word,phonetic,meaning,part_of_speech,level
winner,/ˈwɪnər/,获胜者,n.,A1
wish,/wɪʃ/,希望；愿望,"v, n.",A1
wood,/wʊd/,木头；木材,n.,A1
wooden,/ˈwʊdən/,木制的,adj.,A1
working,/ˈwɝːkɪŋ/,工作的；运转的,adj.,A1
worried,/ˈwɝːid/,担心的；焦虑的,adj.,A1
society,/səˈsaɪəti/,社会,n.,A1
sock,/sɑːk/,短袜,n.,A1
soft,/sɔːft/,柔软的；温和的,adj.,A1
soldier,/ˈsoʊldʒər/,士兵,n.,A1
solution,/səˈluːʃən/,解决办法；解决方案,n.,A1
solve,/sɑːlv/,解决,v.,A1
somewhere,/ˈsʌmwer/,某处；在某处,"adv., pron.",A1
source,/sɔːrs/,来源；源头,n.,A1
speaker,/ˈspiːkər/,说话者；演讲者；扬声器,n.,A1
specific,/spəˈsɪfɪk/,具体的；特定的,adj.,A1
speech,/spiːtʃ/,演讲；言语,n.,A1
spider,/ˈspaɪdər/,蜘蛛,n.,A1
spoon,/spuːn/,勺子,n.,A1
square,/skwer/,正方形；广场,"adj., n.",A1
stair,/ster/,楼梯,n.,A1
stamp,/stæmp/,邮票；盖章,n.,A1
star,/stɑːr/,星星；明星,v.,A1
start,/stɑːrt/,开始,n.,A1
stay,/steɪ/,停留；待,n.,A1
steal,/stiːl/,偷；窃取,v.,A1
stomach,/ˈstʌmək/,胃；肚子,n.,A1
stone,/stoʊn/,石头,n.,A1
storm,/stɔːrm/,暴风雨,"n., v.",A1
stove,/stoʊv/,炉子,n.,A1
straight,/streɪt/,直的；直接地,"adv., adj.",A1
strange,/streɪndʒ/,奇怪的；陌生的,adj.,A1
strategy,/ˈstrætədʒi/,策略；战略,n.,A1
stress,/stres/,压力；强调,"n., v.",A1
stupid,/ˈstuːpɪd/,愚蠢的,adj.,A1
subway,/ˈsʌbweɪ/,地铁,n.,A1
succeed,/səkˈsiːd/,成功,v.,A1
successful,/səkˈsesfəl/,成功的,adj.,A1
such,/sʌtʃ/,这样的；如此的,det./pron.,A1
suddenly,/ˈsʌdənli/,突然地,adv.,A1
suggest,/səˈdʒest/,建议；暗示,v.,A1
suggestion,/səˈdʒestʃən/,建议,n.,A1
support,/səˈpɔːrt/,支持；支撑,"v., n.",A1
suppose,/səˈpoʊz/,假设；认为,v.,A1
sure,/ʃʊr/,确定的；当然,adv.,A1
surprise,/sərˈpraɪz/,惊喜；使惊讶,"n., v.",A1
surprised,/sərˈpraɪzd/,感到惊讶的,adj.,A1
surprising,/sərˈpraɪzɪŋ/,令人惊讶的,adj.,A1
sweet,/swiːt/,甜的；甜食,"adj., n.",A1
symbol,/ˈsɪmbəl/,符号；象征,n.,A1
system,/ˈsɪstəm/,系统,n.,A1
tablet,/ˈtæblət/,平板电脑；药片,n.,A1
talk,/tɔːk/,谈话；交谈,n.,A1
task,/tæsk/,任务,n.,A1
taste,/teɪst/,味道；品尝,"n., v.",A1
teaching,/ˈtiːtʃɪŋ/,教学,n.,A1
technology,/tekˈnɑːlədʒi/,技术,n.,A1
teenage,/ˈtiːneɪdʒ/,青少年的,adj.,A1
temperature,/ˈtemprətʃər/,温度,n.,A1
text,/tekst/,文本；短信,v.,A1
themselves,/ðəmˈselvz/,他们自己；她们自己,pron.,A1
thick,/θɪk/,厚的；浓的,adj.,A1
thief,/θiːf/,小偷,n.,A1
thin,/θɪn/,薄的；瘦的,adj.,A1
thinking,/ˈθɪŋkɪŋ/,思考；想法,n.,A1
third,/θɝːd/,第三；三分之一,n.,A1
rock,/rɑːk/,岩石；摇滚乐,(music) n.,A1
role,/roʊl/,角色；作用,n.,A1
roof,/ruːf/,屋顶,n.,A1
route,/ruːt/,路线,n.,A1
rude,/ruːd/,粗鲁的,adj.,A1
run,/rʌn/,跑；运行,n.,A1
runner,/ˈrʌnər/,跑步者,n.,A1
running,/ˈrʌnɪŋ/,跑步；运行的,n.,A1
sadly,/ˈsædli/,悲伤地；遗憾地,adv.,A1
safe,/seɪf/,安全的,adj.,A1
sailing,/ˈseɪlɪŋ/,航行；帆船运动,n.,A1
salary,/ˈsæləri/,薪水,n.,A1
sale,/seɪl/,销售；促销,n.,A1
sauce,/sɔːs/,酱汁,n.,A1
save,/seɪv/,保存；节省；拯救,v.,A1
scared,/skerd/,害怕的,adj.,A1
scary,/ˈskeri/,吓人的,adj.,A1
scene,/siːn/,场景；现场,n.,A1
score,/skɔːr/,分数；得分,"v., n.",A1
sea,/siː/,海；海洋,n.,A1
search,/sɝːtʃ/,搜索；搜寻,"n., v.",A1
season,/ˈsiːzən/,季节；赛季,n.,A1
second1,/ˈsekənd/,第二；秒,(next after the first) adv.,A1
secret,/ˈsiːkrət/,秘密,"adj., n.",A1
secretary,/ˈsekrəteri/,秘书,n.,A1
seem,/siːm/,似乎；好像,v.,A1
series,/ˈsɪriːz/,系列,n.,A1
serious,/ˈsɪriəs/,严重的；认真的,adj.,A1
serve,/sɝːv/,服务；提供,v.,A1
service,/ˈsɝːvɪs/,服务,n.,A1
several,/ˈsevrəl/,几个；一些,det./pron.,A1
sheet,/ʃiːt/,床单；纸张,n.,A1
shoulder,/ˈʃoʊldər/,肩膀,n.,A1
shout,/ʃaʊt/,喊叫,"v., n.",A1
shut,/ʃʌt/,关闭；关上,"v., adj.",A1
side,/saɪd/,一边；侧面,n.,A1
sign,/saɪn/,标志；迹象；签名,"n., v.",A1
silver,/ˈsɪlvər/,银；银色,"n., adj.",A1
simple,/ˈsɪmpəl/,简单的,adj.,A1
singing,/ˈsɪŋɪŋ/,唱歌,n.,A1
single,/ˈsɪŋɡəl/,单一的；单身的,"adj., n.",A1
sir,/sɝː/,先生,n.,A1
site,/saɪt/,地点；网站,n.,A1
size,/saɪz/,尺寸；大小,n.,A1
ski,/skiː/,滑雪；滑雪板,"v., adj., n.",A1
skiing,/ˈskiːɪŋ/,滑雪运动,n.,A1
skin,/skɪn/,皮肤,n.,A1
sky,/skaɪ/,天空,n.,A1
sleep,/sliːp/,睡觉；睡眠,n.,A1
slowly,/ˈsloʊli/,缓慢地,adv.,A1
smartphone,/ˈsmɑːrtfoʊn/,智能手机,n.,A1
smell,/smel/,气味；闻起来,"v., n.",A1
smile,/smaɪl/,微笑,"v., n.",A1
smoke,/smoʊk/,烟；吸烟,"n., v.",A1
smoking,/ˈsmoʊkɪŋ/,吸烟,n.,A1
sneaker,/ˈsniːkər/,运动鞋,n.,A1
soap,/soʊp/,肥皂,n.,A1
soccer,/ˈsɑːkər/,足球,n.,A1
social,/ˈsoʊʃəl/,社会的；社交的,adj.,A1
president,/ˈprezɪdənt/,总统；总裁,n.,A1
prevent,/prɪˈvent/,防止；预防,v.,A1
printer,/ˈprɪntər/,打印机,n.,A1
prison,/ˈprɪzən/,监狱,n.,A1
prize,/praɪz/,奖品；奖项,n.,A1
professor,/prəˈfesər/,教授,n.,A1
profile,/ˈproʊfaɪl/,个人资料；简介,n.,A1
promise,/ˈprɑːmɪs/,承诺；答应,"v., n.",A1
pronounce,/prəˈnaʊns/,发音,v.,A1
protect,/prəˈtekt/,保护,v.,A1
provide,/prəˈvaɪd/,提供,v.,A1
public,/ˈpʌblɪk/,公共的；公众,"adj., n.",A1
publish,/ˈpʌblɪʃ/,出版；发布,v.,A1
purpose,/ˈpɝːpəs/,目的,n.,A1
quality,/ˈkwɑːləti/,质量；品质,n.,A1
quantity,/ˈkwɑːntəti/,数量,n.,A1
queen,/kwiːn/,女王,n.,A1
question,/ˈkwestʃən/,问题；询问,v.,A1
quietly,/ˈkwaɪətli/,安静地,adv.,A1
railroad,/ˈreɪlroʊd/,铁路,n.,A1
rather,/ˈræðər/,相当；宁愿,adv.,A1
react,/riˈækt/,反应,v.,A1
realize,/ˈriːəlaɪz/,意识到；实现,v.,A1
receive,/rɪˈsiːv/,收到；接收,v.,A1
recent,/ˈriːsənt/,最近的,adj.,A1
recently,/ˈriːsəntli/,最近,adv.,A1
reception,/rɪˈsepʃən/,接待；接待处,n.,A1
recipe,/ˈresəpi/,食谱,n.,A1
recognize,/ˈrekəɡnaɪz/,认出；认识到,v.,A1
recommend,/ˌrekəˈmend/,推荐,v.,A1
record,/ˈrekərd/,记录；录音,"n., v.",A1
recording,/rɪˈkɔːrdɪŋ/,录音；记录,n.,A1
recycle,/riːˈsaɪkəl/,回收利用,v.,A1
reduce,/rɪˈduːs/,减少；降低,v.,A1
refer,/rɪˈfɝː/,提及；参考,v.,A1
refrigerator,/rɪˈfrɪdʒəreɪtər/,冰箱,n.,A1
refuse1,/rɪˈfjuːz/,拒绝,v.,A1
region,/ˈriːdʒən/,地区；区域,n.,A1
regular,/ˈreɡjələr/,定期的；普通的,adj.,A1
relationship,/rɪˈleɪʃənʃɪp/,关系,n.,A1
remove,/rɪˈmuːv/,移除；去掉,v.,A1
replace,/rɪˈpleɪs/,替换；取代,v.,A1
reply,/rɪˈplaɪ/,回复；回答,"v., n.",A1
report,/rɪˈpɔːrt/,报告；报道,v.,A1
reporter,/rɪˈpɔːrtər/,记者,n.,A1
research,/rɪˈsɝːtʃ/,研究,"n., v.",A1
researcher,/rɪˈsɝːtʃər/,研究人员,n.,A1
respond,/rɪˈspɑːnd/,回应；回答,v.,A1
response,/rɪˈspɑːns/,回应；答复,n.,A1
rest,/rest/,休息；剩余部分,(remaining part) n.,A1
review,/rɪˈvjuː/,复习；评论,"n., v.",A1
ride,/raɪd/,骑；乘坐,n.,A1
ring1,/rɪŋ/,戒指；环,n.,A1
noisy,/ˈnɔɪzi/,吵闹的,adj.,A1
none,/nʌn/,没有一个；没有任何,pron.,A1
normally,/ˈnɔːrməli/,通常；正常地,adv.,A1
notice,/ˈnoʊtɪs/,注意到；通知,"v., n.",A1
novel,/ˈnɑːvəl/,小说；新颖的,n.,A1
nowhere,/ˈnoʊwer/,无处；哪里都不,adv.,A1
number,/ˈnʌmbər/,数字；号码；数量,v.,A1
nut,/nʌt/,坚果；螺母,n.,A1
offer,/ˈɔːfər/,提供；提议,"v., n.",A1
officer,/ˈɔːfɪsər/,官员；警察,n.,A1
oil,/ɔɪl/,油,n.,A1
onto,/ˈɑːntuː/,到……上面,prep.,A1
opportunity,/ˌɑːpərˈtuːnəti/,机会,n.,A1
option,/ˈɑːpʃən/,选择；选项,n.,A1
ordinary,/ˈɔːrdəneri/,普通的；平常的,adj.,A1
organization,/ˌɔːrɡənəˈzeɪʃən/,组织,n.,A1
organize,/ˈɔːrɡənaɪz/,组织；安排,v.,A1
ourselves,/aʊərˈselvz/,我们自己,pron.,A1
outside,/aʊtˈsaɪd/,外面；在外面,"prep., n., adj.",A1
oven,/ˈʌvən/,烤箱,n.,A1
own,/oʊn/,自己的；拥有,v.,A1
owner,/ˈoʊnər/,主人；所有者,n.,A1
pain,/peɪn/,疼痛,n.,A1
painter,/ˈpeɪntər/,画家,n.,A1
palace,/ˈpæləs/,宫殿,n.,A1
parking,/ˈpɑːrkɪŋ/,停车；停车场,n.,A1
particular,/pərˈtɪkjələr/,特别的；特定的,adj.,A1
passenger,/ˈpæsəndʒər/,乘客,n.,A1
past,/pæst/,过去；过去的,adv.,A1
pattern,/ˈpætərn/,模式；图案,n.,A1
pay,/peɪ/,支付；付款,n.,A1
peace,/piːs/,和平,n.,A1
penny,/ˈpeni/,便士,n.,A1
per,/pɝː/,每；每一,prep.,A1
percent,/pərˈsent/,百分比,"noun., adj./adv.",A1
perform,/pərˈfɔːrm/,表演；执行,v.,A1
perhaps,/pərˈhæps/,也许；可能,adv.,A1
permission,/pərˈmɪʃən/,许可；允许,n.,A1
personality,/ˌpɝːsəˈnæləti/,个性；性格,n.,A1
pet,/pet/,宠物,n.,A1
photograph,/ˈfoʊtəɡræf/,照片,v.,A1
physical,/ˈfɪzɪkəl/,身体的；物理的,adj.,A1
physics,/ˈfɪzɪks/,物理学,n.,A1
pilot,/ˈpaɪlət/,飞行员,n.,A1
planet,/ˈplænət/,行星,n.,A1
plant,/plænt/,植物；种植,v.,A1
plastic,/ˈplæstɪk/,塑料；塑料的,"n., adj.",A1
plate,/pleɪt/,盘子；碟子,n.,A1
platform,/ˈplætfɔːrm/,平台；站台,n.,A1
please,/pliːz/,请；使满意,v.,A1
pleased,/pliːzd/,高兴的；满意的,adj.,A1
pocket,/ˈpɑːkɪt/,口袋,n.,A1
polite,/pəˈlaɪt/,有礼貌的,adj.,A1
pollution,/pəˈluːʃən/,污染,n.,A1
pop,/pɑːp/,流行音乐；突然出现,"n., adj.",A1
population,/ˌpɑːpjəˈleɪʃən/,人口,n.,A1
possession,/pəˈzeʃən/,拥有；财产,n.,A1
possibility,/ˌpɑːsəˈbɪləti/,可能性,n.,A1
poster,/ˈpoʊstər/,海报,n.,A1
predict,/prɪˈdɪkt/,预测,v.,A1
present,/ˈprezənt/,现在的；礼物；出席,v.,A1
leader,/ˈliːdər/,领导者,n.,A1
learning,/ˈlɝːnɪŋ/,学习,n.,A1
least,/liːst/,最少；至少,"det./pron., adv.",A1
lecture,/ˈlektʃər/,讲座,"n., v.",A1
lemon,/ˈlemən/,柠檬,n.,A1
lend,/lend/,借出,v.,A1
less,/les/,较少的；更少,"det./pron., adv.",A1
lifestyle,/ˈlaɪfstaɪl/,生活方式,n.,A1
lift,/lɪft/,举起；电梯,v.,A1
light,/laɪt/,光；灯；轻的,(from the sun/a lamp) v.,A1
likely,/ˈlaɪkli/,可能的,adj.,A1
link,/lɪŋk/,链接；联系,"n., v.",A1
listener,/ˈlɪsənər/,听众,n.,A1
little,/ˈlɪtəl/,少量的；小的,adv.,A1
lock,/lɑːk/,锁；锁上,"v., n.",A1
look,/lʊk/,看；看起来,n.,A1
lost,/lɔːst/,迷路的；丢失的,adj.,A1
loud,/laʊd/,大声的,"adj., adv.",A1
loudly,/ˈlaʊdli/,大声地,adv.,A1
luck,/lʌk/,运气,n.,A1
lucky,/ˈlʌki/,幸运的,adj.,A1
mail,/meɪl/,邮件；邮寄,"n., v.",A1
male,/meɪl/,男性；男性的,"adj., n.",A1
manage,/ˈmænɪdʒ/,管理；设法做到,v.,A1
manager,/ˈmænɪdʒər/,经理,n.,A1
manner,/ˈmænər/,方式；举止,n.,A1
mark,/mɑːrk/,标记；分数,"v., n.",A1
marry,/ˈmeri/,结婚,v.,A1
math,/mæθ/,数学,n.,A1
mathematics,/ˌmæθəˈmætɪks/,数学,n.,A1
matter,/ˈmætər/,事情；要紧,"n., v.",A1
may,/meɪ/,可能；可以,modal v.,A1
mayor,/ˈmeɪər/,市长,n.,A1
media,/ˈmiːdiə/,媒体,n.,A1
medical,/ˈmedɪkəl/,医疗的,adj.,A1
medicine,/ˈmedəsən/,药；医学,n.,A1
memory,/ˈmeməri/,记忆,n.,A1
metal,/ˈmetəl/,金属,n.,A1
method,/ˈmeθəd/,方法,n.,A1
middle,/ˈmɪdəl/,中间；中部,"n., adj.",A1
might,/maɪt/,可能；也许,modal v.,A1
mind,/maɪnd/,头脑；介意,"n., v.",A1
mirror,/ˈmɪrər/,镜子,n.,A1
missing,/ˈmɪsɪŋ/,丢失的；缺少的,adj.,A1
monkey,/ˈmʌŋki/,猴子,n.,A1
moon,/muːn/,月亮,n.,A1
mostly,/ˈmoʊstli/,主要地；大部分,adv.,A1
motorcycle,/ˈmoʊtərsaɪkəl/,摩托车,n.,A1
movement,/ˈmuːvmənt/,运动；移动,n.,A1
musician,/mjuˈzɪʃən/,音乐家,n.,A1
myself,/maɪˈself/,我自己,pron.,A1
nature,/ˈneɪtʃər/,自然；本性,n.,A1
nearly,/ˈnɪrli/,几乎；差不多,adv.,A1
necessary,/ˈnesəseri/,必要的,adj.,A1
neck,/nek/,脖子,n.,A1
nervous,/ˈnɝːvəs/,紧张的,adj.,A1
network,/ˈnetwɝːk/,网络,n.,A1
noise,/nɔɪz/,噪音,n.,A1
hit,/hɪt/,击中；打,"v., n.",A1
hockey,/ˈhɑːki/,曲棍球,n.,A1
hole,/hoʊl/,洞,n.,A1
holiday,/ˈhɑːlədeɪ/,假期,n.,A1
home,/hoʊm/,家；家庭,adj.,A1
hope,/hoʊp/,希望,n.,A1
huge,/hjuːdʒ/,巨大的,adj.,A1
human,/ˈhjuːmən/,人类；人的,"adj., n.",A1
identify,/aɪˈdentəfaɪ/,识别；确定,v.,A1
ill,/ɪl/,生病的,adj.,A1
illness,/ˈɪlnəs/,疾病,n.,A1
image,/ˈɪmɪdʒ/,图像；形象,n.,A1
immediately,/ɪˈmiːdiətli/,立即,adv.,A1
impossible,/ɪmˈpɑːsəbəl/,不可能的,adj.,A1
included,/ɪnˈkluːdɪd/,包括在内的,adj.,A1
including,/ɪnˈkluːdɪŋ/,包括,prep.,A1
increase,/ɪnˈkriːs/,增加；提高,"v., n.",A1
incredible,/ɪnˈkredəbəl/,难以置信的,adj.,A1
independent,/ˌɪndɪˈpendənt/,独立的,adj.,A1
individual,/ˌɪndəˈvɪdʒuəl/,个人；个别的,"n., adj.",A1
industry,/ˈɪndəstri/,工业；行业,n.,A1
informal,/ɪnˈfɔːrməl/,非正式的,adj.,A1
injury,/ˈɪndʒəri/,受伤；伤害,n.,A1
insect,/ˈɪnsekt/,昆虫,n.,A1
inside,/ɪnˈsaɪd/,里面；在里面,"prep., adv., n., adj.",A1
instead,/ɪnˈsted/,代替；反而,adv.,A1
instruction,/ɪnˈstrʌkʃən/,说明；指示,n.,A1
instructor,/ɪnˈstrʌktər/,指导老师；教员,n.,A1
instrument,/ˈɪnstrəmənt/,乐器；仪器,n.,A1
intelligent,/ɪnˈtelədʒənt/,聪明的,adj.,A1
international,/ˌɪntərˈnæʃənəl/,国际的,adj.,A1
introduction,/ˌɪntrəˈdʌkʃən/,介绍,n.,A1
invent,/ɪnˈvent/,发明,v.,A1
invention,/ɪnˈvenʃən/,发明,n.,A1
invitation,/ˌɪnvəˈteɪʃən/,邀请,n.,A1
invite,/ɪnˈvaɪt/,邀请,v.,A1
involve,/ɪnˈvɑːlv/,涉及；包含,v.,A1
item,/ˈaɪtəm/,项目；物品,n.,A1
itself,/ɪtˈself/,它自己,pron.,A1
jam,/dʒæm/,果酱；堵塞,n.,A1
jazz,/dʒæz/,爵士乐,n.,A1
jewelry,/ˈdʒuːəlri/,珠宝,n.,A1
joke,/dʒoʊk/,笑话；开玩笑,"n., v.",A1
journalist,/ˈdʒɝːnəlɪst/,记者,n.,A1
jump,/dʒʌmp/,跳；跳跃,"v., n.",A1
kid,/kɪd/,孩子,n.,A1
kill,/kɪl/,杀死,v.,A1
kilometer,/kɪˈlɑːmətər/,千米；公里,n.,A1
king,/kɪŋ/,国王,n.,A1
knee,/niː/,膝盖,n.,A1
knife,/naɪf/,刀,n.,A1
knowledge,/ˈnɑːlɪdʒ/,知识,n.,A1
lab,/læb/,实验室,n.,A1
lady,/ˈleɪdi/,女士,n.,A1
lake,/leɪk/,湖,n.,A1
lamp,/læmp/,灯；台灯,n.,A1
land,/lænd/,土地；陆地；着陆,v.,A1
laptop,/ˈlæptɑːp/,笔记本电脑,n.,A1
last1,/læst/,最后的；持续,"(final) adv., n.",A1
later,/ˈleɪtər/,后来；稍后,adj.,A1
laughter,/ˈlæftər/,笑声,n.,A1
law,/lɔː/,法律,n.,A1
lawyer,/ˈlɔɪər/,律师,n.,A1
lazy,/ˈleɪzi/,懒惰的,adj.,A1
film,/fɪlm/,电影；胶片,"n., v.",A1
final,/ˈfaɪnəl/,最后的；决赛,n.,A1
finally,/ˈfaɪnəli/,最后；终于,adv.,A1
finger,/ˈfɪŋɡər/,手指,n.,A1
finish,/ˈfɪnɪʃ/,完成；结束,n.,A1
fire,/faɪər/,火；火灾,v.,A1
first,/fɝːst/,第一；首先,n.,A1
fish,/fɪʃ/,鱼；钓鱼,v.,A1
fishing,/ˈfɪʃɪŋ/,钓鱼,n.,A1
fit,/fɪt/,适合；健康的,"v., adj.",A1
flat,/flæt/,平的；公寓,adj.,A1
flu,/fluː/,流感,n.,A1
fly,/flaɪ/,飞；苍蝇,n.,A1
flying,/ˈflaɪɪŋ/,飞行；飞行的,"n., adj.",A1
focus,/ˈfoʊkəs/,焦点；集中注意力,"v., n.",A1
foreign,/ˈfɔːrən/,外国的,adj.,A1
forest,/ˈfɔːrəst/,森林,n.,A1
fork,/fɔːrk/,叉子,n.,A1
formal,/ˈfɔːrməl/,正式的,adj.,A1
fortunately,/ˈfɔːrtʃənətli/,幸运地,adv.,A1
fresh,/freʃ/,新鲜的,adj.,A1
frog,/frɑːɡ/,青蛙,n.,A1
fun,/fʌn/,乐趣,adj.,A1
furniture,/ˈfɝːnɪtʃər/,家具,n.,A1
future,/ˈfjuːtʃər/,未来,adj.,A1
gallery,/ˈɡæləri/,画廊,n.,A1
gap,/ɡæp/,缺口；间隔,n.,A1
garbage,/ˈɡɑːrbɪdʒ/,垃圾,n.,A1
gas,/ɡæs/,气体；汽油,n.,A1
gate,/ɡeɪt/,大门,n.,A1
general,/ˈdʒenərəl/,一般的；总体的,adj.,A1
gift,/ɡɪft/,礼物,n.,A1
goal,/ɡoʊl/,目标,n.,A1
god,/ɡɑːd/,上帝,n.,A1
gold,/ɡoʊld/,黄金；金色,"n., adj.",A1
golf,/ɡɑːlf/,高尔夫球,n.,A1
good,/ɡʊd/,好的,n.,A1
government,/ˈɡʌvərnmənt/,政府,n.,A1
grass,/ɡræs/,草,n.,A1
greet,/ɡriːt/,问候；迎接,v.,A1
grocery,/ˈɡroʊsəri/,食品杂货,n.,A1
ground,/ɡraʊnd/,地面,n.,A1
guest,/ɡest/,客人,n.,A1
guide,/ɡaɪd/,指南；导游；指导,"n., v.",A1
gun,/ɡʌn/,枪,n.,A1
guy,/ɡaɪ/,男人；家伙,n.,A1
habit,/ˈhæbɪt/,习惯,n.,A1
half,/hæf/,一半,adv.,A1
hall,/hɔːl/,大厅；礼堂,n.,A1
happily,/ˈhæpəli/,快乐地,adv.,A1
have,/hæv/,有；拥有,auxiliary v.,A1
headache,/ˈhedeɪk/,头痛,n.,A1
heart,/hɑːrt/,心脏；心,n.,A1
heat,/hiːt/,热；加热,"n., v.",A1
heavy,/ˈhevi/,重的,adj.,A1
height,/haɪt/,高度,n.,A1
helpful,/ˈhelpfəl/,有帮助的,adj.,A1
hero,/ˈhɪroʊ/,英雄,n.,A1
hers,/hɝːz/,她的,pron.,A1
herself,/hɝːˈself/,她自己,pron.,A1
hide,/haɪd/,隐藏,v.,A1
hill,/hɪl/,小山,n.,A1
himself,/hɪmˈself/,他自己,pron.,A1
his,/hɪz/,他的,pron.,A1
downtown,/ˈdaʊntaʊn/,市中心,"adv., n., adj.",A1
drama,/ˈdrɑːmə/,戏剧；戏剧性事件,n.,A1
drawing,/ˈdrɔːɪŋ/,绘画；图画,n.,A1
dream,/driːm/,梦想；梦,"n., v.",A1
drive,/draɪv/,驾驶；开车,n.,A1
driving,/ˈdraɪvɪŋ/,驾驶,n.,A1
drug,/drʌɡ/,药物；毒品,n.,A1
dry,/draɪ/,干的；使变干,"adj., v.",A1
earn,/ɝːn/,赚得；挣得,v.,A1
earth,/ɝːθ/,地球；土地,n.,A1
easily,/ˈiːzəli/,容易地,adv.,A1
education,/ˌedʒəˈkeɪʃən/,教育,n.,A1
effect,/ɪˈfekt/,影响；效果,n.,A1
either,/ˈiːðər/,（两者中）任一；也,"det./pron., adv.",A1
electric,/ɪˈlektrɪk/,电的；电动的,adj.,A1
electrical,/ɪˈlektrɪkəl/,电的；与电有关的,adj.,A1
electricity,/ɪˌlekˈtrɪsəti/,电；电力,n.,A1
electronic,/ɪˌlekˈtrɑːnɪk/,电子的,adj.,A1
elevator,/ˈeləveɪtər/,电梯,n.,A1
employ,/ɪmˈplɔɪ/,雇用,v.,A1
employee,/ɪmˈplɔɪiː/,雇员,n.,A1
employer,/ɪmˈplɔɪər/,雇主,n.,A1
ending,/ˈendɪŋ/,结尾；结束,n.,A1
energy,/ˈenərdʒi/,能量；精力,n.,A1
engine,/ˈendʒɪn/,发动机,n.,A1
engineer,/ˌendʒəˈnɪr/,工程师,n.,A1
enormous,/ɪˈnɔːrməs/,巨大的,adj.,A1
enter,/ˈentər/,进入,v.,A1
environment,/ɪnˈvaɪrənmənt/,环境,n.,A1
equipment,/ɪˈkwɪpmənt/,设备,n.,A1
error,/ˈerər/,错误,n.,A1
especially,/ɪˈspeʃəli/,尤其；特别,adv.,A1
essay,/ˈeseɪ/,文章；短文,n.,A1
everyday,/ˈevrideɪ/,日常的,adj.,A1
everywhere,/ˈevriwer/,到处,adv.,A1
evidence,/ˈevɪdəns/,证据,n.,A1
exact,/ɪɡˈzækt/,准确的；确切的,adj.,A1
exactly,/ɪɡˈzæktli/,确切地；正是,adv.,A1
excellent,/ˈeksələnt/,优秀的；极好的,adj.,A1
exist,/ɪɡˈzɪst/,存在,v.,A1
expect,/ɪkˈspekt/,期待；预计,v.,A1
expert,/ˈekspɝːt/,专家；专业的,"n.,adj.",A1
explanation,/ˌekspləˈneɪʃən/,解释,n.,A1
express,/ɪkˈspres/,表达；快车,v.,A1
expression,/ɪkˈspreʃən/,表达；表情,n.,A1
extremely,/ɪkˈstriːmli/,极其；非常,adv.,A1
factor,/ˈfæktər/,因素,n.,A1
factory,/ˈfæktəri/,工厂,n.,A1
fail,/feɪl/,失败；未能,v.,A1
fair,/fer/,公平的；合理的,adj.,A1
fan,/fæn/,风扇；粉丝,n.,A1
farm,/fɑːrm/,农场,v.,A1
farming,/ˈfɑːrmɪŋ/,农业；务农,n.,A1
fashion,/ˈfæʃən/,时尚,n.,A1
fat,/fæt/,胖的；脂肪,n.,A1
female,/ˈfiːmeɪl/,女性；女性的,"adj., n.",A1
fever,/ˈfiːvər/,发烧,n.,A1
fiction,/ˈfɪkʃən/,小说；虚构作品,n.,A1
field,/fiːld/,领域；田地,n.,A1
fight,/faɪt/,打架；战斗,"v., n.",A1
completely,/kəmˈpliːtli/,完全地,adv.,A1
condition,/kənˈdɪʃən/,情况；条件；状态,n.,A1
conference,/ˈkɑːnfərəns/,会议,n.,A1
connect,/kəˈnekt/,连接,v.,A1
connected,/kəˈnektɪd/,连接的,adj.,A1
consider,/kənˈsɪdər/,考虑,v.,A1
contain,/kənˈteɪn/,包含,v.,A1
context,/ˈkɑːntekst/,上下文；背景,n.,A1
continent,/ˈkɑːntənənt/,大陆；洲,n.,A1
continue,/kənˈtɪnjuː/,继续,v.,A1
control,/kənˈtroʊl/,控制,"n., v.",A1
cook,/kʊk/,烹饪；厨师,n.,A1
cookie,/ˈkʊki/,饼干,n.,A1
copy,/ˈkɑːpi/,复制；副本,"n., v.",A1
corner,/ˈkɔːrnər/,角落,n.,A1
correctly,/kəˈrektli/,正确地,adv.,A1
couple,/ˈkʌpəl/,一对；夫妻,n.,A1
crazy,/ˈkreɪzi/,疯狂的,adj.,A1
creative,/kriˈeɪtɪv/,有创造力的,adj.,A1
crime,/kraɪm/,犯罪；罪行,n.,A1
cross,/krɔːs/,穿过；十字架,"v., n.",A1
crowd,/kraʊd/,人群,n.,A1
crowded,/ˈkraʊdɪd/,拥挤的,adj.,A1
curly,/ˈkɝːli/,卷曲的,adj.,A1
cycle,/ˈsaɪkəl/,循环；自行车,"n., v.",A1
danger,/ˈdeɪndʒər/,危险,n.,A1
dark,/dɑːrk/,黑暗的；深色的,n.,A1
data,/ˈdeɪtə/,数据,n.,A1
dead,/ded/,死的,adj.,A1
death,/deθ/,死亡,n.,A1
decision,/dɪˈsɪʒən/,决定,n.,A1
definitely,/ˈdefənətli/,肯定地；绝对,adv.,A1
degree,/dɪˈɡriː/,程度；学位；度数,n.,A1
dentist,/ˈdentɪst/,牙医,n.,A1
department,/dɪˈpɑːrtmənt/,部门,n.,A1
depend,/dɪˈpend/,依靠；取决于,v.,A1
designer,/dɪˈzaɪnər/,设计师,n.,A1
